family,query_index,map_hash,obstacle_count,seed,f2f_expanded,f2e_expanded,expansion_diff,pooled_n,pooled_median_diff,pooled_mean_diff,pooled_n_f2f_stronger,pooled_n_equal,pooled_n_f2e_stronger,pooled_frac_f2f_stronger,pooled_frac_equal,pooled_frac_f2e_stronger,f2f_source_n,f2f_source_median_diff,f2f_source_mean_diff,f2f_source_n_f2f_stronger,f2f_source_n_equal,f2f_source_n_f2e_stronger,f2f_source_frac_f2f_stronger,f2f_source_frac_equal,f2f_source_frac_f2e_stronger,f2e_source_n,f2e_source_median_diff,f2e_source_mean_diff,f2e_source_n_f2f_stronger,f2e_source_n_equal,f2e_source_n_f2e_stronger,f2e_source_frac_f2f_stronger,f2e_source_frac_equal,f2e_source_frac_f2e_stronger
maze_127,4,d936e15f058a47a7,7938,140,3392,3761,369,7171,0.0,17.50690280295635,2901,4270,0,0.40454608841165807,0.5954539115883419,0.0,3401,0.0,14.980593942957954,1266,2135,0,0.3722434578065275,0.6277565421934725,0.0,3770,0.0,19.785941644562335,1635,2135,0,0.4336870026525199,0.5663129973474801,0.0
maze_127,5,07905ba9e4dda933,7936,140,1253,1253,0,2522,0.0,0.0,0,2522,0,0.0,1.0,0.0,1261,0.0,0.0,0,1261,0,0.0,1.0,0.0,1261,0.0,0.0,0,1261,0,0.0,1.0,0.0
maze_127,6,5cd41a505b8e43f7,7937,140,2997,2997,0,6002,0.0,0.0,0,6002,0,0.0,1.0,0.0,3001,0.0,0.0,0,3001,0,0.0,1.0,0.0,3001,0.0,0.0,0,3001,0,0.0,1.0,0.0
maze_127,7,1ea178e37ab711ac,7935,140,7839,8560,721,16429,0.0,40.82573498082659,7871,8558,0,0.47909184977783187,0.5209081502221681,0.0,7855,0.0,37.023042647994906,3576,4279,0,0.4552514322087842,0.5447485677912158,0.0,8574,2.0,44.30954047119197,4295,4279,0,0.5009330534173081,0.49906694658269185,0.0
maze_127,8,21032c73d32c5fbf,7937,140,27789,29447,1658,57297,69.0,66.03061242298898,41969,15328,0,0.7324816308009146,0.26751836919908545,0.0,27817,69.0,65.62868030341158,20153,7664,0,0.724485027141676,0.27551497285832405,0.0,29480,70.0,66.4098710990502,21816,7664,0,0.7400271370420625,0.2599728629579376,0.0
maze_127,9,ee8c5833a87f4de2,7938,140,11468,11546,78,23022,49.0,56.91125879593432,13000,10022,0,0.5646772652245678,0.4353227347754322,0.0,11472,48.0,56.813197350069736,6461,5011,0,0.563197350069735,0.436802649930265,0.0,11550,49.0,57.00865800865801,6539,5011,0,0.5661471861471862,0.4338528138528139,0.0
maze_127,10,0e12d00bb980c33c,7937,140,22335,22761,426,45128,52.0,53.62821308278674,30088,15040,0,0.6667257578443538,0.33327424215564616,0.0,22350,52.0,53.699060402684566,14830,7520,0,0.6635346756152125,0.3364653243847875,0.0,22778,52.0,53.55869698832206,15258,7520,0,0.6698568794450785,0.3301431205549214,0.0
maze_127,11,970f83f01391bbf9,7936,140,3923,3923,0,7858,0.0,0.0,0,7858,0,0.0,1.0,0.0,3929,0.0,0.0,0,3929,0,0.0,1.0,0.0,3929,0.0,0.0,0,3929,0,0.0,1.0,0.0
maze_127,12,b373a0f312edbeba,7938,140,16574,16810,236,33396,73.0,69.43211761887652,26502,6894,0,0.7935680919870644,0.20643190801293568,0.0,16581,73.0,69.55841022857487,13134,3447,0,0.7921114528677402,0.20788854713225982,0.0,16815,73.0,69.30758251561106,13368,3447,0,0.7950044603033006,0.20499553969669937,0.0
maze_127,13,770efeba7c5fe238,7937,140,1089,1089,0,2184,0.0,0.0,0,2184,0,0.0,1.0,0.0,1092,0.0,0.0,0,1092,0,0.0,1.0,0.0,1092,0.0,0.0,0,1092,0,0.0,1.0,0.0
maze_127,14,0da90bbd4306e807,7935,140,5153,5864,711,11056,0.0,28.595513748191028,5390,5666,0,0.4875180897250362,0.5124819102749638,0.0,5173,0.0,26.24376570655326,2340,2833,0,0.45234873381016816,0.5476512661898318,0.0,5883,12.0,30.66343702192759,3050,2833,0,0.51844297127316,0.48155702872684003,0.0
maze_127,15,7cf518b7ae9223c6,7936,140,12743,14275,1532,27052,59.0,61.11463108088127,22384,4668,0,0.8274434422593524,0.17255655774064765,0.0,12758,58.0,56.875999372942466,10424,2334,0,0.8170559648847782,0.1829440351152218,0.0,14294,61.0,64.89778928221631,11960,2334,0,0.8367147054708269,0.1632852945291731,0.0
maze_127,16,b84bdd5b49ce0406,7938,140,6652,7277,625,13944,32.0,55.06648020654045,8170,5774,0,0.5859150889271372,0.4140849110728629,0.0,6663,27.0,51.29611286207414,3776,2887,0,0.5667116914302867,0.43328830856971334,0.0,7281,36.0,58.516824612003845,4394,2887,0,0.6034885317950831,0.3965114682049169,0.0
maze_127,17,66f0756d81fc64c2,7937,140,2761,3019,258,5790,0.0,22.279274611398964,1854,3936,0,0.32020725388601035,0.6797927461139897,0.0,2767,0.0,18.457896638959163,799,1968,0,0.28876039031441997,0.7112396096855801,0.0,3023,0.0,25.77704267284155,1055,1968,0,0.3489910684750248,0.6510089315249752,0.0
maze_127,18,8e1028e2d8fe85df,7938,140,4870,5243,373,10135,0.0,18.483571780957078,4205,5930,0,0.41489886531820425,0.5851011346817958,0.0,4883,0.0,17.239811591234897,1918,2965,0,0.3927913168134344,0.6072086831865656,0.0,5252,0.0,19.63994668697639,2287,2965,0,0.43545316070068546,0.5645468392993146,0.0
maze_127,19,e09ba5650f7a50b4,7937,140,2436,2634,198,5096,0.0,2.256475667189953,500,4596,0,0.09811616954474098,0.901883830455259,0.0,2448,0.0,0.8643790849673203,150,2298,0,0.061274509803921566,0.9387254901960784,0.0,2648,0.0,3.543429003021148,350,2298,0,0.13217522658610273,0.8678247734138973,0.0
maze_127,20,812a3fc8375fbebf,7936,140,19624,21111,1487,40809,37.0,37.977872528118795,26363,14446,0,0.6460094586978362,0.35399054130216373,0.0,19664,36.0,37.35923515052888,12441,7223,0,0.6326790073230268,0.36732099267697316,0.0,21145,38.0,38.55318042090329,13922,7223,0,0.6584062426105463,0.34159375738945374,0.0
maze_127,21,300450e4fe30ecb5,7938,140,13022,13222,200,26256,58.0,58.4558577087142,22256,4000,0,0.8476538695917124,0.15234613040828762,0.0,13029,58.0,58.60979353749328,11029,2000,0,0.8464962775347302,0.15350372246526978,0.0,13227,57.0,58.30422620397671,11227,2000,0,0.8487941332123686,0.15120586678763137,0.0
maze_127,22,27cd51209af7eaff,7938,140,6604,6844,240,13458,59.0,57.291276564125425,11990,1468,0,0.8909198989448656,0.10908010105513449,0.0,6609,59.0,57.13194129217733,5875,734,0,0.888939325162657,0.11106067483734301,0.0,6849,59.0,57.44502847130968,6115,734,0,0.8928310702292306,0.10716892977076946,0.0
maze_127,23,0daf5bacbb83fbfb,7938,140,30717,31359,642,62098,84.0,85.85904537988341,59868,2230,0,0.9640890205803729,0.035910979419627044,0.0,30727,84.0,86.02216291860579,29612,1115,0,0.9637126956748137,0.036287304325186315,0.0,31371,84.0,85.69927640177234,30256,1115,0,0.9644576200949921,0.03554237990500781,0.0
maze_127,24,31aef9579346adf7,7937,140,3322,3322,0,6650,0.0,0.0,0,6650,0,0.0,1.0,0.0,3325,0.0,0.0,0,3325,0,0.0,1.0,0.0,3325,0.0,0.0,0,3325,0,0.0,1.0,0.0
maze_127,25,1c9deb6f4ac86026,7935,140,16141,18219,2078,34412,62.0,58.50017435778217,25676,8736,0,0.7461350691619203,0.25386493083807976,0.0,16174,58.0,54.858723877828616,11806,4368,0,0.7299369358229257,0.2700630641770743,0.0,18238,64.0,61.72952078078737,13870,4368,0,0.7605000548305735,0.23949994516942646,0.0
maze_127,26,63fc2c096e9d6585,7937,140,7302,7785,483,15099,90.0,73.45195046029538,10197,4902,0,0.6753427379296643,0.3246572620703358,0.0,7309,89.0,72.16472841702011,4858,2451,0,0.6646600082090574,0.33533999179094265,0.0,7790,92.0,74.6596919127086,5339,2451,0,0.6853658536585366,0.3146341463414634,0.0
maze_127,27,747b0445de9d05aa,7936,140,12979,13409,430,26413,14.0,44.85245901639344,21823,4590,0,0.8262219361677962,0.17377806383220384,0.0,12993,14.0,43.74270761179096,10698,2295,0,0.8233664280766566,0.17663357192334334,0.0,13420,17.0,45.9269001490313,11125,2295,0,0.8289865871833085,0.1710134128166915,0.0
maze_127,28,e1f089a4f06e0036,7936,140,3737,4232,495,7988,22.5,36.028292438657985,4484,3504,0,0.5613420130195292,0.4386579869804707,0.0,3745,13.0,33.07182910547397,1993,1752,0,0.5321762349799734,0.4678237650200267,0.0,4243,28.0,38.63775630450153,2491,1752,0,0.587084609945793,0.4129153900542069,0.0
maze_127,29,b25a4704bc84fef9,7938,140,4812,4812,0,9640,0.0,0.0,0,9640,0,0.0,1.0,0.0,4820,0.0,0.0,0,4820,0,0.0,1.0,0.0,4820,0.0,0.0,0,4820,0,0.0,1.0,0.0
maze_255,0,470fb7b7591cf415,32256,150,25439,27210,1771,52690,122.0,139.67701651167204,43010,9680,0,0.8162839248434238,0.1837160751565762,0.0,25459,119.0,135.44809301229427,20619,4840,0,0.8098904120350368,0.19010958796496327,0.0,27231,125.0,143.63075171679336,22391,4840,0,0.8222613932650288,0.17773860673497116,0.0
maze_255,1,5ab560f82308bde9,32256,150,28906,29457,551,58390,128.0,130.89755095050523,55604,2786,0,0.9522863504024662,0.047713649597533825,0.0,28924,129.0,131.25656893928917,27531,1393,0,0.9518393030009681,0.04816069699903194,0.0,29466,128.0,130.5451367678002,28073,1393,0,0.9527251747777099,0.047274825222290096,0.0
maze_255,2,7da21a94b83de0f5,32256,150,157310,172339,15029,329844,142.0,151.5707455645699,305552,24292,0,0.9263530638726186,0.07364693612738143,0.0,157418,138.0,149.28528503728924,145272,12146,0,0.9228423687253046,0.0771576312746954,0.0,172426,147.0,153.6572790646422,160280,12146,0,0.9295581872803406,0.07044181271965945,0.0
maze_255,3,a95af556c841efc9,32256,150,21227,22526,1299,43779,121.0,112.97329769981042,38921,4858,0,0.8890335549007515,0.1109664450992485,0.0,21239,121.0,112.08479683600923,18810,2429,0,0.8856349168981591,0.11436508310184096,0.0,22540,122.0,113.81051464063887,20111,2429,0,0.8922360248447205,0.10776397515527951,0.0
maze_255,4,3f8bcfb805b126d8,32256,150,25209,25209,0,50434,0.0,0.0,0,50434,0,0.0,1.0,0.0,25217,0.0,0.0,0,25217,0,0.0,1.0,0.0,25217,0.0,0.0,0,25217,0,0.0,1.0,0.0
maze_255,5,d42917a064cb461b,32256,150,14841,14841,0,29694,0.0,0.0,0,29694,0,0.0,1.0,0.0,14847,0.0,0.0,0,14847,0,0.0,1.0,0.0,14847,0.0,0.0,0,14847,0,0.0,1.0,0.0
maze_255,6,759737e4f9481f87,32256,150,24613,27352,2739,52015,87.0,88.22662693453812,46901,5114,0,0.901682207055657,0.09831779294434298,0.0,24636,84.0,85.59599772690372,22079,2557,0,0.8962088001298912,0.10379119987010878,0.0,27379,90.0,90.59370320318492,24822,2557,0,0.9066072537346141,0.09339274626538588,0.0
maze_255,7,b527f15c56cfab64,32257,150,121110,121604,494,242731,165.0,167.65542514141168,241693,1038,0,0.9957236611722442,0.0042763388277558285,0.0,121121,166.0,167.79755781408673,120602,519,0,0.99571502877288,0.004284971227119987,0.0,121610,165.0,167.51386399144806,121091,519,0,0.995732258860291,0.004267741139708905,0.0
maze_255,8,bcc70f06e7046bba,32258,150,60367,61325,958,121717,140.0,137.49095853496226,114767,6950,0,0.9429003343822144,0.05709966561778552,0.0,60383,141.0,137.56189656029014,56908,3475,0,0.9424506897636752,0.05754931023632479,0.0,61334,140.0,137.4211204226041,57859,3475,0,0.9433430071412268,0.05665699285877327,0.0
maze_255,9,203133f4aa747dad,32256,150,11618,12092,474,23736,65.0,54.23913043478261,15128,8608,0,0.6373441186383553,0.3626558813616448,0.0,11634,64.0,53.81167268351384,7330,4304,0,0.6300498538765686,0.3699501461234313,0.0,12102,66.0,54.650057841679065,7798,4304,0,0.6443563047430176,0.3556436952569823,0.0
maze_255,10,e38258f3aa613006,32257,150,93270,93934,664,187234,180.0,174.57497035794782,177726,9508,0,0.9492186248224147,0.05078137517758527,0.0,93287,180.0,174.84430842453932,88533,4754,0,0.9490389872115086,0.05096101278849143,0.0,93947,179.0,174.30752445527798,89193,4754,0,0.9493970004364163,0.050602999563583724,0.0
maze_255,11,24d113aef9f5ca07,32256,150,20825,20825,0,41666,0.0,0.0,0,41666,0,0.0,1.0,0.0,20833,0.0,0.0,0,20833,0,0.0,1.0,0.0,20833,0.0,0.0,0,20833,0,0.0,1.0,0.0
maze_255,12,f1890ba8c2212b69,32256,150,110629,118023,7394,228769,125.0,124.96288832840114,174521,54248,0,0.7628699692703119,0.23713003072968802,0.0,110689,123.0,122.82954042407104,83565,27124,0,0.7549530667003947,0.2450469332996052,0.0,118080,126.0,126.96270325203253,90956,27124,0,0.7702913279132791,0.22970867208672086,0.0
maze_255,13,1d9407debf51d895,32257,150,24195,25134,939,49341,170.0,151.7079305243104,33275,16066,0,0.6743884396343811,0.32561156036561884,0.0,24199,166.0,150.54473325344023,16166,8033,0,0.6680441340551262,0.33195586594487375,0.0,25142,173.0,152.8274998011296,17109,8033,0,0.6804947895950998,0.31950521040490015,0.0
maze_255,14,10053f3588247ecb,32258,150,141261,149406,8145,290748,160.0,164.25302323661728,290518,230,0,0.9992089369488354,0.0007910630511645824,0.0,141298,157.0,162.16271284802332,141183,115,0,0.999186117284038,0.0008138827159620093,0.0,149450,162.0,166.22931415189026,149335,115,0,0.9992305118768819,0.0007694881231180997,0.0
maze_255,15,18fea432e233a4e6,32257,150,20481,21490,1009,41995,124.0,127.25655435170853,41975,20,0,0.9995237528277175,0.0004762471722824146,0.0,20493,122.0,126.37202947347875,20483,10,0,0.9995120284975357,0.0004879715024642561,0.0,21502,126.0,128.09957213282485,21492,10,0,0.9995349269835364,0.00046507301646358477,0.0
maze_255,16,9147aa8ef0ce5aac,32256,150,16961,17438,477,34416,123.0,127.54143421664342,28486,5930,0,0.8276964202696421,0.17230357973035798,0.0,16971,124.0,127.92929114371574,14006,2965,0,0.8252902009309999,0.17470979906900005,0.0,17445,123.0,127.16411579249069,14480,2965,0,0.8300372599598739,0.1699627400401261,0.0
maze_255,17,4fed68247ebe1038,32258,150,225476,234374,8898,459958,175.0,181.30446910370077,457712,2246,0,0.9951169454602377,0.004883054539762326,0.0,225529,174.0,180.96204035844613,224406,1123,0,0.9950205960209109,0.004979403979089163,0.0,234429,175.0,181.6338976833071,233306,1123,0,0.995209637032961,0.004790362967039061,0.0
maze_255,18,3dba770c2ffce61f,32256,150,9545,9545,0,19098,0.0,0.0,0,19098,0,0.0,1.0,0.0,9549,0.0,0.0,0,9549,0,0.0,1.0,0.0,9549,0.0,0.0,0,9549,0,0.0,1.0,0.0
maze_255,19,ad33a8ee8629f244,32256,150,32378,37603,5225,70032,120.0,121.70196481608407,53706,16326,0,0.766877998629198,0.2331220013708019,0.0,32393,111.0,111.01278053900533,24230,8163,0,0.7480011113512178,0.25199888864878217,0.0,37639,129.0,130.9013257525439,29476,8163,0,0.7831238874571588,0.2168761125428412,0.0
maze_255,20,65867a60aef9117b,32257,150,183767,189965,6198,373814,172.0,175.00891084871085,372704,1110,0,0.9970306088054487,0.002969391194551301,0.0,183800,172.0,174.75640369967357,183245,555,0,0.9969804134929271,0.0030195865070729053,0.0,190014,173.0,175.25316029345205,189459,555,0,0.9970791625880199,0.00292083741198017,0.0
maze_255,21,2e4cf79b79211d75,32257,150,19585,22129,2544,41789,55.0,68.23003661250569,31891,9898,0,0.7631434109454641,0.23685658905453588,0.0,19630,52.0,66.04182373917473,14681,4949,0,0.7478858889454916,0.2521141110545084,0.0,22159,59.0,70.16850940926938,17210,4949,0,0.776659596552191,0.223340403447809,0.0
maze_255,22,34c62a9e76c4b5d6,32256,150,15210,16565,1355,31825,75.0,80.38689709347997,21569,10256,0,0.6777376276512176,0.3222623723487824,0.0,15234,73.0,79.08435079427596,10106,5128,0,0.6633845345936721,0.336615465406328,0.0,16591,76.0,81.58290639503345,11463,5128,0,0.6909167620999337,0.3090832379000663,0.0
maze_255,23,cb659371fdf5a381,32257,150,11065,11769,704,22867,84.0,85.05151528403375,22547,320,0,0.9860060348974504,0.013993965102549525,0.0,11077,86.0,85.7411754085041,10917,160,0,0.9855556558635009,0.014444344136499051,0.0,11790,83.0,84.40356234096691,11630,160,0,0.9864291772688719,0.013570822731128074,0.0
maze_255,24,19cdf31860809b7b,32257,150,97264,98221,957,195514,159.0,172.62498337714948,185908,9606,0,0.9508679685342226,0.04913203146577739,0.0,97280,159.0,172.68986430921052,92477,4803,0,0.9506270559210527,0.04937294407894737,0.0,98234,159.0,172.56073253659628,93431,4803,0,0.9511065415233015,0.048893458476698494,0.0
maze_255,25,e8052986791a010e,32257,150,82023,84327,2304,166385,128.0,141.74406346725968,161645,4740,0,0.9715118550350091,0.028488144964990834,0.0,82038,128.0,141.57891464930887,79668,2370,0,0.9711109485848022,0.028889051415197837,0.0,84347,128.0,141.90469133460584,81977,2370,0,0.9719017866669828,0.02809821333301718,0.0
maze_255,26,b4600cbf8cf0f7ce,32256,150,56714,60347,3633,117125,93.0,99.99217075773745,87565,29560,0,0.7476200640341516,0.25237993596584846,0.0,56742,90.0,96.73714356208805,41962,14780,0,0.7395227521060238,0.26047724789397625,0.0,60383,97.0,103.05092492920193,45603,14780,0,0.7552291207790273,0.2447708792209728,0.0
maze_255,27,b160e7d38e2c668e,32257,150,15241,16001,760,31256,94.0,93.91006526746865,26512,4744,0,0.8482211415408242,0.15177885845917582,0.0,15253,92.0,91.98800236019144,12881,2372,0,0.8444896086015866,0.15551039139841344,0.0,16003,96.0,95.74204836593138,13631,2372,0,0.851777791664063,0.14822220833593702,0.0
maze_255,28,60c2374e5b34ca94,32257,150,158211,160863,2652,319127,160.0,172.56507283933982,314081,5046,0,0.9841881131963137,0.015811886803686306,0.0,158238,160.0,172.83898305084745,155715,2523,0,0.9840556629886626,0.015944337011337354,0.0,160889,159.0,172.2956759007763,158366,2523,0,0.9843183809955932,0.015681619004406764,0.0
maze_255,29,0e218a43f80b4baf,32257,150,56993,57546,553,114555,126.0,101.92485705556282,99997,14558,0,0.872916939461394,0.1270830605386059,0.0,57003,126.0,101.98219391961827,49724,7279,0,0.8723049664052769,0.1276950335947231,0.0,57552,126.0,101.86806713928273,50273,7279,0,0.8735230747845427,0.12647692521545734,0.0
maze_127_braid,0,a00f6c48c9f42612,5952,140,1247,1247,0,3214,0.0,0.0,0,3214,0,0.0,1.0,0.0,1607,0.0,0.0,0,1607,0,0.0,1.0,0.0,1607,0.0,0.0,0,1607,0,0.0,1.0,0.0
maze_127_braid,1,5a336f1073d07e6c,5954,140,338,338,0,944,0.0,0.0,0,944,0,0.0,1.0,0.0,472,0.0,0.0,0,472,0,0.0,1.0,0.0,472,0.0,0.0,0,472,0,0.0,1.0,0.0
maze_127_braid,2,4cc2702bb41fe3f1,5954,140,712,712,0,1890,0.0,0.0,0,1890,0,0.0,1.0,0.0,945,0.0,0.0,0,945,0,0.0,1.0,0.0,945,0.0,0.0,0,945,0,0.0,1.0,0.0
